country_code,name,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
408000,Dem. People's Rep. of Korea,10549470,10086997,11424189.000000002,12547523.999999998,14410390.999999998,16274736.999999998,17472144,18877226.000000004,20293057,21862300.000000004,22929078,23904167,24548840.000000004,25183832.000000004,25778815
392000,Japan,82802084,89018254.99999999,93673612,98447007.00000001,104929260.00000001,112413362,117816941.99999999,121883483,124505242.99999999,126365486,127524168,128326114.99999999,128542349,127985139,126476457.99999999
496000,Mongolia,780199.0000000001,855098.9999999999,955513.9999999999,1107120.9999999998,1278818.9999999998,1479646.0000000002,1689622.0000000002,1921889.0000000002,2184139,2298017.0000000005,2397417.0000000005,2526428.9999999995,2719902,2998432.999999999,3278291.9999999995
410000,Republic of Korea,19211387.000000004,21514564,25329520.999999996,28895557,32195679,35378657,38045604.99999999,40804406,42918416,45292521,47379236.99999999,48701068.99999999,49545638.00000001,50823087.000000015,51269182.99999999
920000,South-Eastern Asia,165134100,186641854,214013990.99999997,245994253.00000003,281417675.00000006,319410873,357641674.0000001,400747752.99999994,444464193.9999999,485655311,525007924.99999994,561156080.9999999,596947246,634305699,668619853.9999999
96000,Brunei Darussalam,48009,63366.99999999999,81707.00000000003,102390,129530,161635,193880.00000000006,224440,258714,297111.9999999999,333166.00000000006,365112,388634,414914,437482.99999999994
116000,Cambodia,4432724,5045283,5722371.999999999,6467191.000000001,6996576.000000001,7524456.999999998,6693758.999999999,7714893.999999999,8975597.000000002,10656145,12155241.000000002,13273355,14312205.000000002,15521434.999999998,16718971.000000002
360000,Indonesia,69543320.99999999,77273427,87751065.99999999,100267069.99999999,114793179,130680730.00000001,147447834.00000003,164982452,181413398.00000006,196934256.99999997,211513822.00000003,226289468,241834226,258383256.99999997,273523621.00000006
418000,Lao People's Dem. Republic,1682915,1890849.9999999998,2120892,2382585.9999999995,2688429,3051583,3258149,3687889,4258471,4846476.999999999,5323701.000000001,5751675,6249168,6741160.000000001,7275556
458000,Malaysia,6109902,7038910,8156342.000000001,9526558,10804131,12162189,13798094.000000002,15598924,18029824,20487604,23194251.999999996,25690614.999999996,28208028,30270964.999999996,32365998
104000,Myanmar,17779634.999999996,19550067,21736946.999999996,24259356,27269063.000000004,30611092.999999993,34224316.00000001,37977087,41335188.00000001,43901598,46719698.00000001,48949931.000000015,50600826.99999999,52680724,54409794
608000,Philippines,18580482.999999996,22177060.000000004,26269741,30909997.00000001,35803591,41285741,47357741.00000001,54275836.00000001,61895168.99999999,69784087,77991757.00000001,86326251,93966783.99999999,102113206,109581084.99999999
702000,Singapore,1022095,1305102.9999999995,1633133,1877826,2072283.9999999995,2259721,2411690,2705537.0000000005,3012968,3525963.9999999995,4028871.9999999995,4265693,5131170.000000001,5592143,5850342.999999999
764000,Thailand,20710353.000000004,23711121.999999996,27397208.000000004,31822656.000000004,36884525.00000001,42326307.00000001,47374463,52026901,56558196,59467272,62952639,65416189,67195032,68714519,69799978
626000,Timor-Leste,414754.00000000006,439223,474534.99999999994,519675.99999999994,571564.9999999999,629227.0000000001,599906.9999999999,657060.9999999999,737814,844333.0000000001,884365.9999999998,995130,1093517.0000000002,1196293.9999999998,1318441.9999999998
704000,Viet Nam,24809909,28147442.000000004,32670048,37858947.00000001,43404802.00000001,48718189.999999985,54281840.99999999,60896732,67988855,74910462.00000001,79910411,83832662,87967655,92677082,97338583.00000001
915000,Caribbean,17079833.999999996,18747714.999999996,20667481,23009852.000000004,25201317.000000004,27513666.999999993,29645559,31775147.000000004,34058199,36162183.999999985,38102081,39745797.00000001,41217340,42622280,43532374
28000,Antigua and Barbuda,45515,49648.00000000001,54132,58698.99999999999,64184.000000000015,62670.99999999999,61861,61785,62533.00000000001,68672.00000000003,76007,81462,88030,93571,97928.00000000001
533000,Aruba,38052.00000000001,43721,54207.99999999999,57357,59069.99999999999,60653.00000000001,60096.99999999999,63023.99999999999,62152,80324,90865.99999999999,100027.99999999999,101664.99999999999,104339,106765.99999999997
44000,Bahamas,79089.99999999997,88628,109532.00000000003,140060,169376.00000000003,188895.00000000003,210589,234579,256226.99999999997,280179.0000000001,298044.99999999994,324847.99999999994,354936.0000000001,374199.99999999994,393247.99999999994
52000,Barbados,210990,227131.99999999997,230985,235415.00000000003,238894.99999999994,246158.00000000003,252388,256259.99999999994,260933,265955.00000000006,271511.00000000006,276320.00000000006,282131,285327,287371
192000,Cuba,5919988.999999999,6539463,7141241,7958170.999999999,8712535.000000004,9446441,9849456.999999998,10097910.000000002,10596985.999999996,10888246.000000004,11126422.999999998,11261586,11225833.000000002,11324777.000000002,11326616.000000002
531000,Curacao,100180.99999999999,116922,126941.00000000001,133879.00000000003,143639,150261.00000000003,147996.99999999997,150375,146679.00000000003,143880,132147,130136,149188,159849.99999999997,164100.00000000003
214000,Dominican Republic,2364649.0000000005,2781338.0000000005,3294221.9999999995,3877767.9999999995,4499722,5144632.000000001,5803929.000000002,6464228.999999999,7133491,7819239,8471317.000000002,9097261.999999998,9695116.999999998,10281675.000000002,10847904.000000002
308000,Grenada,76681,81102,89926.99999999999,94634.00000000001,94475.99999999997,92494,89032.00000000001,99952.99999999997,96328.00000000003,100286,102836.99999999999,104658.00000000001,106227,109603.00000000001,112519
312000,Guadeloupe,209998.99999999997,236054.00000000003,275172.99999999994,300058,321886.99999999994,328489,336683,342736.99999999994,389251,403731,422048.0000000001,402902.99999999994,406073,400259.99999999994,400127.00000000006
332000,Haiti,3221270.0000000005,3514069.0000000005,3866162.0000000005,4258734,4676237,5094570,5643175.000000001,6337275,7037915.000000001,7744509.000000002,8463802.000000002,9195289,9949318,10695540.000000002,11402533.000000004
388000,Jamaica,1402902.9999999998,1540957,1628523.9999999998,1756507.9999999998,1875637.0000000002,2028019.0000000002,2162839,2335510,2419901,2533704.999999999,2654698,2740000.0000000005,2810464.000000001,2891023.9999999995,2961161
474000,Martinique,222003,245682.00000000003,281626.00000000006,311121.99999999994,325014,327837,325448.00000000006,339881,358457,368728,387016.00000000006,397191.00000000006,394665.99999999994,378483,375264.9999999999
630000,Puerto Rico,2218004.999999999,2195520.9999999995,2294971,2507537,2631700,2844925,3090687.9999999995,3263173,3403167.9999999995,3567691,3668955.000000001,3631885,3579841.999999999,3381512,2860840
662000,Saint Lucia,82782.99999999999,86470.00000000001,89698.00000000001,96137.99999999999,104015.99999999997,109633.99999999999,117828.00000000001,126246.00000000001,138018.99999999994,146871.00000000003,156737,163408.00000000003,174092,179131.00000000003,183629.00000000003
670000,St. Vincent and the Grenadines,66997,73549.99999999999,80970,86008.99999999999,90501.00000000001,95664.99999999999,100566,104503.00000000001,107489,108043,107786.99999999997,108617,108259.99999999999,109134.99999999999,110947
780000,Trinidad and Tobago,645625.9999999999,739703.0000000002,847973.0000000001,911742,945357,1010934,1084743,1170296.0000000002,1221120.9999999998,1254199.9999999998,1267159,1296496.9999999998,1328143.9999999998,1370331.9999999998,1399490.9999999995
850000,United States Virgin Islands,26792,29669,33136.99999999999,50225.99999999999,64723.000000000015,86470,99089,105279.00000000001,103755,107388,108729.99999999999,107800.99999999999,106086.00000000001,104949.99999999999,104423.00000000001
916000,Central America,37975498.99999999,43859272.99999999,51116559.00000001,59622904.00000001,69400464,80129061.99999999,91092356.00000001,102296696,113383701.99999999,124553726,135322351.00000003,145950548.99999994,157591310,168949156,179670186
84000,Belize,68915,79866.99999999999,92068.00000000001,106120,122184.00000000003,133264,144142.00000000006,164918,187553.99999999997,206961.99999999997,247310,283798,322465.00000000006,360926.00000000006,397621.00000000006
188000,Costa Rica,945683.0000000001,1110087.9999999998,1330786.9999999998,1592833.9999999998,1847394,2094185.9999999998,2389973,2736718.9999999995,3119436.0000000005,3545523.9999999995,3962368.9999999995,4285503.999999999,4577371.000000001,4847805,5094114
222000,El Salvador,2199902.9999999995,2432876.9999999995,2766318.9999999995,3201310.0000000005,3673066,4154688.9999999995,4591135,4936803.000000001,5270074,5628602.000000001,5887929.999999999,6052124.000000001,6183877,6325121.000000001,6486201
320000,Guatemala,3114955.9999999995,3625304.9999999995,4210751,4869714.000000001,5621794.000000001,6433723,7283456,8240059.999999999,9263820,10408485.999999996,11650743.999999998,13096027.999999998,14630420.000000002,16252425,17915566.999999996
340000,Honduras,1546719,1771356.9999999995,2038636,2346005,2716651.9999999995,3153252.0000000005,3678274.0000000005,4281167,4955302,5709010,6574510,7458982,8317467.000000001,9112904,9904608
484000,Mexico,27944671.000000007,32350593,37771861,44123863,51493564.99999999,59607947,67761367,75983486,83943135.00000001,91663290.00000001,98899845,106005199.00000001,114092961,121858250.99999996,128932753
558000,Nicaragua,1294993.9999999998,1508103,1773132,2068379,2406523,2806859,3265520,3734343,4173434.9999999995,4652185.000000001,5069309.999999999,5438691.999999999,5824058,6223233.999999999,6624553.999999999
591000,Panama,859658,981083.0000000001,1133005,1314678.9999999998,1519286.0000000002,1745141.9999999998,1978488.9999999998,2219200.0000000005,2470946,2739667,3030333.0000000005,3330221.9999999995,3642691,3968490.0000000005,4314768
931000,South America,113765191.00000001,130120237,148685683.99999997,169823171,192073924.00000006,215134418.00000003,240515266,267951819.00000003,295398177,322302316,348411890,371804635,392543695.00000006,412362690,430759772
32000,Argentina,17037910,18789415,20481781.000000004,22159644.000000007,23880563.999999996,25865774.999999996,27896532,30216284,32618648.000000007,34828168.00000001,36870795.99999999,38892924.000000015,40895751,43075416.000000015,45195777
68000,Bolivia (Plurinational State of),3081836.0000000005,3331035.9999999995,3656961.0000000005,4038865,4484004.000000001,5001413,5579932.000000001,6179460.000000001,6864839,7622334.000000001,8418270,9232301,10048597.000000002,10869732,11673029
76000,Brazil,53974728,62533920,72179235.00000001,83373533,95113265.00000001,107216209,120694011.99999999,135274082.99999997,149003224.99999997,162019889,174790338.9999999,186127108,195713637.00000003,204471759.00000003,212559409
152000,Chile,6598517.999999999,7322654.999999999,8132987.999999999,8989607,9783134.000000002,10592309.999999998,11419350.000000002,12257238,13274616.999999998,14380864.000000002,15342349.999999998,16182713,17062531.000000004,17969356,19116208.999999996
170000,Colombia,11981576,13774999.000000004,16057714,18725242,21480064.000000004,24065502.000000004,26900507.999999996,29951194,33102569.000000004,36421437.99999999,39629965,42647730.99999999,45222699,47520667,50882884
218000,Ecuador,3470160,3956625.0000000005,4543658.000000001,5243980.000000001,6069374.999999998,6994330.999999999,7989177.999999998,9066099.999999998,10230931,11455205,12681123,13825839,15011114,16212022,17643060
254000,French Guiana,25484,28493,32032.000000000004,38893,47932,56224.00000000001,66973.00000000001,86435,115783.99999999999,137399.99999999997,163163,202973,232996.00000000003,261008.00000000003,298681.99999999994
328000,Guyana,406558.9999999999,482562,571812.9999999999,651865,704929.9999999999,745847,780153,770439.0000000001,743305.9999999998,761298,746718.0000000001,746156,749430.0000000001,767433,786559
600000,Paraguay,1473240.9999999998,1673667,1903990.0000000002,2172308.9999999995,2474756.9999999995,2791236,3181627,3676206,4223413,4776838.000000002,5323202.000000001,5824095,6248017.000000002,6688745.999999999,7132529.999999999
604000,Peru,7777451.999999999,8858392,10155010.999999998,11711401.999999998,13459788.999999998,15424745.000000002,17547612,19772871,22071433.000000004,24299167.999999996,26459944,27866140.000000004,29027679.999999993,30470739,32971846.000000004
740000,Suriname,214995.99999999997,249002,287870.00000000006,328938.99999999994,367926.00000000006,359234.00000000006,359531.00000000006,368635.99999999994,405169,441850.9999999999,470943.99999999994,499461,529126,559136,586633.9999999999
858000,Uruguay,2238501,2372564.0000000005,2538648,2694537,2809799.000000001,2830172.0000000005,2915389,3011519,3109598,3224274.9999999995,3319734,3321799,3359273,3412013,3473727
862000,Venezuela (Bolivarian Republic of),5481975.999999999,6744704,8141839,9692280.999999998,11396395.999999998,13189511,15182616.000000002,17319513.000000007,19632664.999999996,21931087,24192449,26432444.999999993,28439942,30081827.000000004,28435943
36000,Australia,8177348.000000001,9165700,10242070,11313185.999999998,12793029.999999998,13773289.999999998,14588399.999999998,15663672,16960600,17993083,18991434,20178543.000000004,22154686.999999996,23932498.999999996,25499881
554000,New Zealand,1908010.9999999998,2136388,2372599.0000000005,2626649.0000000005,2818390.9999999995,3082621.9999999995,3146609.9999999995,3268234.0000000005,3398175.0000000005,3674940,3858992,4135353,4370059.999999999,4614527,4822232.999999999
928000,Melanesia,2493452.9999999995,2646013.999999999,2908933,3251670,3654630,4140103.000000001,4697809.999999999,5349553.000000001,5973197,6683224,7473492.999999998,8232149.000000001,9187934.000000002,10121727,11122989.999999998
242000,Fiji,288994,335096,393480,463959.9999999999,520561.00000000006,576626,635311.9999999999,711770.0000000001,728575,775428,811011,821605.9999999998,859815.9999999999,868631.9999999999,896443.9999999999
540000,New Caledonia,64823.00000000001,67743,78059,91194,105322.99999999999,130269,145141,155984.99999999997,170334.99999999997,193296.00000000006,217263.00000000003,236441.00000000003,253529,271062,285491
598000,Papua New Guinea,2002146.9999999995,2086253.0000000002,2255858,2485433,2783132.0000000005,3139943.9999999995,3571209.0000000005,4081022,4615843,5187063,5847589.999999998,6494902.000000002,7310511.999999999,8107772.000000001,8947027.000000002
90000,Solomon Islands,89793.00000000001,102000.99999999997,117846.99999999999,136815,160240,193401,230550,270787.00000000006,311869,359275.99999999994,412665,469918,527860.9999999999,603133,686877.9999999999
548000,Vanuatu,47696,54921,63689,74268,85374,99863,115598.00000000001,129989,146575,168161,184964,209281.99999999997,236216,271128.00000000006,307150
954000,Micronesia,155570,171104,191239,218650,248182.00000000003,272159,303502,355291,416764,454919.99999999994,484779.0000000001,498295.99999999994,503580.00000000006,522926.00000000006,548927.0000000001
316000,Guam,59653.00000000001,62647.00000000001,66732.99999999999,74828,83875.00000000001,93351,104134,116576.00000000003,130480.00000000001,145558.99999999997,155322.99999999997,158406.00000000006,159439.00000000003,161851,168783.00000000003
296000,Kiribati,33050.00000000001,36566,41196,46429.00000000001,51142.00000000001,55113.99999999999,59296.00000000001,63989.00000000001,72393.99999999999,77716.00000000001,84405,92319,102930,110926.99999999999,119446
583000,Micronesia (Fed. States of),32003.999999999996,37879.99999999999,44509.99999999999,52223.99999999999,61415.00000000001,63121.999999999985,72936,85640.99999999999,96303.99999999999,107535.00000000001,107405,106135.00000000001,102916.00000000003,108886,115021.00000000003
957000,Polynesia,241512.99999999997,273484,306791,358539,407991.99999999994,442101.00000000006,475762,514290.99999999994,549958.0000000001,583462,616389,645872.0000000001,656807.9999999999,667013.9999999999,683777.9999999999
258000,French Polynesia,60269.99999999999,68847.00000000001,78080.00000000001,93442,110490.00000000001,131229,153298,177024.00000000006,199906,218064.00000000006,240681,258780.00000000003,266449,273119,280904
882000,Samoa,82106,94186.00000000001,108627.00000000001,127054.99999999999,143146.00000000003,151353,155522,159995,162796.99999999997,170050,174453.99999999997,179722.00000000003,185944,193510,198409.99999999997
776000,Tonga,47217,55323.00000000001,61574.00000000001,74348.00000000001,84344,88321,92966.00000000001,93896,95069.00000000001,95972.00000000001,97961.99999999999,100908,103981,100779.99999999999,105697.00000000003
923000,Eastern Europe,220170508.00000003,237069843.00000003,253510721.00000006,266938299,276164934,285377377.00000006,294734201,303239024,309808642.0000001,309435123.99999994,303918405,297500556.0000001,294872866.99999994,294390750,293013209.99999994
112000,Belarus,7745003.999999999,7747214.999999999,8124881.000000001,8505724.000000002,8913549,9252779.999999998,9569847,9901492.999999998,10151134.999999998,10077606,9871634.999999998,9562083.000000002,9420576,9439424.000000002,9449321
100000,Bulgaria,7250996.000000001,7561487,7885607,8222588,8507541,8738386.000000002,8878787,8975352.999999998,8841465.999999996,8379304.999999998,7997951.000000001,7686964.000000001,7425011,7199739,6948445.000000001
203000,Czechia,8902619.999999998,9361778.000000002,9590178,9811375,9817667.000000002,10069960,10349084,10331143.999999998,10340876.999999996,10358190,10289374,10258165.000000002,10536514.000000004,10601390,10708982.000000004
348000,Hungary,9337717.999999996,9828498.000000002,10000988.999999998,10169802,10366099.000000002,10526777.000000002,10754286,10566321,10377134.999999998,10349307.999999998,10220509.000000002,10085942,9927380.000000002,9777925,9660349.999999998
616000,Poland,24824006.999999996,27269742.000000007,29614200.999999996,31360903,32639261.999999993,33970730,35539723,37133860,37960193,38458642.00000001,38556699,38368956.99999999,38329784,38034076,37846604.99999999
498000,Republic of Moldova,2341009,2627008,3004446.0000000005,3336593.000000001,3595549,3840046,4011085,4216244.000000001,4365562,4340602,4202659,4159296.0000000005,4086090,4070704.999999999,4033962.9999999995
642000,Romania,16236289,17483934.999999996,18613945.000000004,19379574.999999996,20548912.000000004,21665640.000000007,22615644,23071258,23489156.000000004,22964747,22137423,21417287,20471860,19925182,19237682
643000,Russian Federation,102798649,111355301,119871700,126503741,130148650,133804859,138053142.99999997,142957289.00000003,147531562.00000003,148227471.00000003,146404889.99999997,143672125,143479273.00000003,144985059,145934459.99999997
703000,Slovakia,3436576,3815395.9999999995,4140127.9999999995,4383445.999999999,4538843.000000001,4752537,4996730,5166787,5288455,5375470.000000001,5399207,5398962,5404293,5435614,5459643
804000,Ukraine,37297640,40019482.99999999,42664646,45264551.99999999,47088862.00000001,48755662.000000015,49965872,50919275,51463101,50903783,48838058.00000001,46890774.99999999,45792085.99999999,44921636,43733759
924000,Northern Europe,78007080.00000001,79447023,81727075,84781500,87251322,88911995,89798441,90611323,92036272.99999999,93176744,94454223,96307369.99999999,100398301,103518956,106261270.99999999
830000,Channel Islands,102235.00000000001,105608,109419.00000000001,114988.99999999999,121200,126419.99999999999,128204.00000000001,133800,140677.00000000003,143480.0000000001,148439,151673.99999999997,159718.00000000003,165387.00000000003,173858.99999999997
208000,Denmark,4268281,4440779,4581099,4760461.000000001,4931239,5062731,5123945.000000002,5114250.000000001,5141117,5232708.999999999,5341192,5421700.999999999,5554849,5688695,5792203.000000001
233000,Estonia,1100997,1159233.0000000002,1216820.0000000002,1290406.0000000002,1360206.0000000002,1422052.0000000002,1474437.9999999995,1522404.9999999998,1565245.9999999998,1433026,1399111,1355650,1332103,1315329.9999999998,1326539.0000000002
246000,Finland,4008292.0000000005,4238273.999999999,4434593.000000001,4568604,4612365.000000002,4718743.999999999,4788246.999999999,4911219.999999999,4996220,5119012.000000001,5187952.999999999,5258932.999999999,5365784,5481128.000000001,5540718.000000001
352000,Iceland,142656.99999999997,157641,175584,192315.00000000006,204423,218078.99999999994,228256,241587,255043.99999999997,267627.00000000006,280439.00000000006,294976,320342.00000000006,330237.00000000006,341250
372000,Ireland,2912682,2873410.0000000005,2791390.0000000005,2823644,2908430.0000000005,3137181,3384760,3510977.9999999995,3510880.9999999995,3592180.0000000014,3783095.0000000005,4141218.000000001,4554330,4652420,4937796
428000,Latvia,1926568,2001569.9999999998,2129584.0000000005,2266938,2378022,2469439.0000000005,2521381.0000000005,2580763,2664447,2508476,2384149.999999999,2251996,2118855,1997674.9999999998,1886202.0000000002
440000,Lithuania,2567407,2628751.9999999995,2769879.0000000005,2966165,3136584.9999999995,3298883.0000000005,3430759.9999999995,3562399.000000001,3696035.0000000005,3626609.0000000005,3501841.9999999995,3344259,3123825,2931872.0000000005,2722291
578000,Norway,3265274.0000000005,3430334.9999999995,3582508.0000000005,3724456.9999999995,3876049.0000000005,4008026,4086069.9999999995,4153111.000000001,4247286,4366996.000000001,4499375,4632359.000000001,4885878.000000001,5199826.999999999,5421241.999999999
752000,Sweden,7009913,7262625,7482536,7745678.000000002,8054909,8197341.000000002,8316330.999999998,8357650.000000002,8567375,8836421,8881642,9038627,9390157.000000004,9764949,10099270.000000002
826000,United Kingdom,50616018.999999985,51063907,52370595,54240855.00000001,55573455,56152324.99999999,56209164.00000001,56413555.00000001,57134377.000000015,57932450,58923305.00000001,60287953.00000001,63459800.99999999,65860149.00000001,67886003.99999999
925000,Southern Europe,108737286,113365958,117760615.00000003,122876334.99999999,127475179,133229270.00000001,138555094.00000003,141883583.99999997,143503834.00000003,144332477.00000003,144846713,149676168,153015517.99999997,153064873.00000003,152215243.00000003
8000,Albania,1263163.9999999998,1419991,1636091,1896175.0000000002,2150703.9999999995,2411733,2682697,2969671.0000000005,3286069.9999999995,3112923,3129245.999999999,3086810.0000000005,2948028.9999999995,2890524,2877800
70000,Bosnia and Herzegovina,2661296,2936300,3225663.9999999995,3535631.999999999,3760536,3985107.000000001,4179849.9999999995,4392135,4463421.999999999,3829049.000000001,3751176,3765332,3705478,3429361.999999999,3280814.9999999995
191000,Croatia,3850294,4030419.999999999,4192641.0000000005,4328928,4423069,4500870.999999999,4598125,4716123,4776370,4616762.999999999,4428075.000000001,4378066.000000001,4328162.999999999,4232874.000000001,4105268
300000,Greece,7668792,8011131.999999999,8273627.999999999,8453819,8663568,9014091,9627003.999999998,9968233.000000002,10225990,10745502,11082103,11224800,10887640.000000004,10659737.000000004,10423056
380000,Italy,46598599.00000001,48335577,49699947,51677246.99999999,53518966,55265280.00000001,56349352,56936776,57048237,57174412,56692178,58281209,59325232,60578488.99999999,60461827.99999999
470000,Malta,311998.00000000006,313523,312972.99999999994,322238.00000000006,320548,322358,331494,346253.99999999994,362017.00000000006,376893.00000000006,393649,404659,414257,433558.99999999994,441538.99999999994
499000,Montenegro,394739.00000000006,443796.00000000006,487415.9999999999,533821,519702,554258.9999999999,580757.0000000001,614011,615004,620418.9999999999,613558,616387.9999999999,624278.9999999998,626957,628061.9999999999
807000,North Macedonia,1254444,1392460.9999999998,1488669.9999999995,1592437,1720805.0000000002,1803007.9999999998,1924203,1981535.9999999995,1996217.9999999998,1983258.9999999998,2034822.9999999998,2060279.9999999998,2070737,2079335,2083380
620000,Portugal,8416971,8625537.999999998,8844637.999999998,8862277.000000002,8651334.000000002,9172239.999999998,9750966,9929176.000000002,9895358.000000002,10091322.000000002,10297117.000000002,10508494.000000002,10596055,10368346.000000002,10196706.999999998
688000,Serbia,6732251.999999999,7234916.999999999,7556732,7835085.000000001,8119865.000000001,8497172,8908295,9253396,9517677,9884145,9487612.000000002,9193818.000000002,8991258.000000002,8876777,8737369.999999998
705000,Slovenia,1473093,1527207.0000000002,1586628.0000000002,1629439,1669584.0000000002,1742621,1835842.0000000002,1945128.9999999998,2006404.0000000002,1991125.9999999998,1987710,1994979.0000000002,2043336,2071199,2078932.0000000007
724000,Spain,28069733.999999996,29048392,30402413,32146255,33883748.99999999,35879209.99999999,37698200.00000001,38733866.00000001,39202524.00000001,39787413,40824745.00000001,44019117.999999985,46931011,46671919,46754783.00000001
926000,Western Europe,142413985.00000003,146795940,152408555,160187056.99999997,166027935,169376815,170478780.00000003,171850255,175509661.99999997,180050088,182338687,185803786.99999997,188126311.99999997,192084398.99999997,196146321.00000006
40000,Austria,6936441.999999999,6953404,7070773.000000001,7305154.000000001,7516238,7637686,7609749.999999999,7614874,7723954.000000002,7990112.999999999,8069276,8253655.999999999,8409945,8678667,9006400.000000002
56000,Belgium,8637521,8887274.999999998,9167361,9443948.000000002,9632178.999999998,9771581.999999998,9868999,9916577.000000002,10006545,10186304,10282046,10546885.000000002,10938735,11287931,11589615.999999998
250000,France,41833872.99999999,43411377,45673147,48746653.00000001,50763920.99999999,52688574.99999999,53868005.99999999,55254838,56666861.000000015,57801887,59015091.99999999,61120128,62879534.99999999,64453193.999999985,65273511.99999999
276000,Germany,69966251.99999999,71537454,73414228.99999999,76258034.00000001,78578380.99999997,78856031.00000001,78283101,77691591.00000001,79053984,81138652.99999999,81400883.00000001,81602739,80827000.99999999,81787411.00000001,83783945
442000,Luxembourg,296005,305261.99999999994,314585.00000000006,330159.99999999994,339672,353984,364048,366882.00000000006,381780,408145,436106.0000000001,457847.99999999994,507890,566741,625976.0000000001
528000,Netherlands,10042051,10709621,11448814.999999998,12248332.999999998,13001941.000000002,13683287,14148409.999999996,14513946.999999996,14965442,15467852,15926188,16367153.000000002,16682927.000000004,16938492,17134873
756000,Switzerland,4668089.000000001,4957070.000000001,5280683,5812844.000000001,6150848,6337031.000000001,6283833.000000001,6435424.000000001,6652873.000000001,6995519,7143764.000000001,7386818.000000001,7808674.000000001,8296774.999999998,8654618
124000,Canada,13733398.000000002,15673764,17847403.999999996,19627973,21374326,23059266.000000007,24416885,25744806.999999996,27541323.000000004,29164153,30588379,32164313.000000004,34147566,36026668,37742156.99999999
840000,United States of America,158804397.00000006,171685337.00000003,186720570,199733679.00000006,209513339.99999997,219081250.00000006,229476360.00000003,240499822,252120308.99999994,265163741.00000003,281710914,294993509,309011469.00000006,320878312,331002647
